id;code_sap;razao_social;nome_fantasia;criado_em;atualizado_em;status
138;10550068;COOP REG AGROP ALTO V ITAJAI;CRAVIL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
139;10433601;COOP REG AGROP DE CAMPOS NOVOS COPE;COOPERCAMPOS;2019-12-03 18:55:28.274305;2019-12-19 15:09:14.205240;1
140;10552182;COOP REG AGROP SERRANA LTDA;COOPERSERRA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
141;10433645;COOP REG AURIVERDE LTDA;AURIVERDE;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
142;10547589;COOP REG CAF VALE DO RIO VERDE LTDA;COCARIVE;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
143;10433408;COOP REG CAFEIC GUAXUPE LTDA;COOXUPE;2019-12-03 18:55:28.274305;2019-12-18 17:54:33.702903;1
144;10550043;COOP REG ITAIPU;COOPERITAIPU;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
145;10550062;COOP TRIT CACAPAVANA LTDA;COTRISUL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
146;10501678;COOP TRIT DE ESPUMOSO LTDA;COTRIEL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
147;10467825;COOP TRIT DE SARANDI LTDA;COTRISAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
148;10433672;COOP TRIT MISTA CAMPO NOVO LTDA;COTRICAMPO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
149;10434583;COOP TRIT MISTA VACARIENSE LTDA;COOPERVAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
150;10433876;COOP TRIT REG S LUIZENSE LTDA;COOPATRIGO;2019-12-03 18:55:28.274305;2020-01-06 13:12:01.523055;1
151;10550649;COOP TRIT SEPEENSE LTDA;COTRISEL;2019-12-03 18:55:28.274305;2020-01-09 14:53:24.085244;1
152;10548459;COOP TRIT TAPERENSE LTDA;COTRISOJA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
153;10433390;COOPAVEL COOPERATIVA AGROINDUSTRIAL;COOPAVEL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
154;10433618;COOPERATIVA AGRARIA AGROINDUSTRIAL;AGRARIA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
155;10471574;COOPERATIVA AGROINDUSTRIAL COOPERJA;COOPERJA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
156;10550040;COOPERATIVA MISTA AGROPECURIA DE PA;COOMAP;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
157;10520575;COOPERCITRUS COOP DE PROD RURAIS;COPERCITRUS;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
158;10433574;COOPERMOTA COOPERATIVA AGROINDUSTRI;COOPERMOTA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
159;10433720;COPACOL COOP AGROINDL CONSOLATA;COPACOL;2019-12-03 18:55:28.274305;2019-12-19 15:09:48.248312;1
160;10433419;COPLANA COOP AGROINDUSTRIAL;COPLANA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
161;10433589;COTRIJAL COOP AGROP E INDUSTRIAL;COTRIJAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
162;10547802;COTRIJUC COOP AGROP JULIO DE CAST;COTRIJUC;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
163;10626515;CULTIVA SOLUCOES AGROP LTDA;CULTIVA;2019-12-03 18:55:28.274305;2020-01-09 14:47:49.271885;1
164;10626898;CULTIVAR COM SERV AGROPEC LTDA;CULTIVAR;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
165;10433604;CVALE COOPERATIVA AGROINDUSTRIAL;CVALE;2019-12-03 18:55:28.274305;2020-01-02 13:13:10.853290;1
166;10551789;DA TERRA SOLUCOES AGRICOLAS LTDA;DA TERRA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
167;10550888;DAGRAMAS COM E REPR DE PROD RURAIS;DAGRAMA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
168;10576365;DECIO LUIZ CASSOL & CIA LTDA;AGROSOL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
169;10434305;DEFENSA NUT PROT VEGETAL LTDA;DEFENSA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
170;10434092;DELTA AGRICOLA LTDA;DELTA;2019-12-03 18:55:28.274305;2019-12-26 20:10:47.012805;1
171;10433837;DENORPI DISTR INS AGRIC LTDA;DENORPI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
172;10433911;DIAMAJU AGRIC LTDA;DIAMAJU;2019-12-03 18:55:28.274305;2019-12-18 12:04:07.007202;1
173;10546832;DIAMIG DIST DE INSUMOS AGRIC SA;DIAMIG;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
174;10491327;DIBAN DISTR DE INS AGRIC BANDEIRANT;DIBAN;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
175;10434584;DINIZ & SZYMANSKI LTDA;DINIZ & SZYMANSKI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
176;10628488;DINIZ PENTEADO E CIA LTDA;DINIZ PENTEADO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
177;10433756;DINIZ SEMENTES E DEFENSIVOS LTDA;DINIZ SEMENTES;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
178;10433504;EDIR TOMIOSHI AGRIC LTDA;EDIR TOMIOSHI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
179;10560719;F PEZZATO AGRICOLA LTDA;F PEZZATO AGRICOLA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
180;10433656;FERRARI ZAGATTO COM DE INSUMOS SA;AGRIC FERTIPOL;2019-12-03 18:55:28.274305;2019-12-19 15:15:54.968160;1
181;10550808;FERT SOLO COM PROD AGRIC LTDA;BRUNO BORGES RUSSIAN;2019-12-03 18:55:28.274305;2019-12-18 14:45:54.899480;1
182;10479292;FIAGRIL LTDA;FIAGRIL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
183;10491666;FOCO AGRONEG LTDA EPP;FOCO;2019-12-03 18:55:28.274305;2019-12-17 16:44:06.922601;1
184;10546385;FORCA AGRICOLA LTDA;FORÇA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
185;10512107;FORMOSA AGRO LTDA;FORMOSA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
186;10434547;FORTEAGRO PROD AGROPEC LTDA;FORTEAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
187;10433400;FRISIA COOP AGROINDUSTRIAL;BATAVO;2019-12-03 18:55:28.274305;2019-12-18 14:46:57.686941;1
188;10488065;FRUT AGRO COM FRUTAS INS LTDA;FRUTIAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
189;10433873;FUTURA INS AGRIC LTDA;FUTURA;2019-12-03 18:55:28.274305;2019-12-17 17:20:11.248571;1
190;10434144;G M GOMES MARIM COM REPRES PROD AGR;G M;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
191;10439887;GADENZ PARIZOTTO CIA LTDA;GADENZ PARIZOTTO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
192;10434138;GIRARDI PALOSCHI LTDA;GIRARDI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
193;10552689;GLOBAL PRODUTOS AGROP LTDA;GLOBAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
194;10434209;H F COM E REPRES LTDA ME;HF SEMENTES;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
195;10458346;HF COM E REPRES DE PROD AGROPEC LTD;HF PRODUTOS;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
196;10434118;HIDROCERES COML AGRIC LTDA;HIDROCERES;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
197;10434126;HORTIBRAZ COMERCIO E TECNOLOGIA LTD;HORTIBRAZ;2019-12-03 18:55:28.274305;2020-01-09 17:39:05.523904;1
198;10551996;IMEMBUY ALIMENTOS SA;IMEMBUY;2019-12-03 18:55:28.274305;2020-01-09 16:26:08.560831;1
199;10544948;IMPERAGRO IPTZ AGROP LTDA ME;IMPERAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
200;10550165;INTEC AGRICOLA LTDA EPP;INTEC;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
201;10433414;INTEGRADA COOPERATIVA AGROINDUSTRIA;INTEGRADA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
202;10434582;JANGADA SEMENTES E FERTILIZANTES LT;JANGADA SEMENTES;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
203;10434212;JOSE NORBERTO DIDEK E CIA LTDA;JOSÉ NORBERTO DIDEK;2019-12-03 18:55:28.274305;2019-12-27 13:16:13.227924;1
204;10434388;JUPARANA COMERCIAL AGRICOLA LTDA;JUPARANÁ;2019-12-03 18:55:28.274305;2019-12-18 14:45:09.579652;1
205;10433606;LAR COOP AGROINDL;LAR;2019-12-03 18:55:28.274305;2020-01-09 16:25:02.173789;1
206;10501660;LAVROTERRA COM E REP DE PROD AGROP;LAVROTERRA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
207;10485810;LEMEFERTIL PRODUTOS AGRICOLAS LTDA;LEMEFERTIL;2019-12-03 18:55:28.274305;2019-12-18 19:11:06.714083;1
208;10433867;MAFER MARILIA COM REPRES LTDA;MAFER;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
209;10434430;MCF AGRICOLA EIRELI;MCF;2019-12-03 18:55:28.274305;2019-12-27 13:16:30.337472;1
210;10525886;MM COML DE CEREAIS LTDA;CEREAIS MENIM;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
211;10433843;MOINHO IGUACU AGROINDL SA;MOINHO;2019-12-03 18:55:28.274305;2019-12-19 18:07:22.290844;1
212;10468866;NILTON ARNO BRAUCKS;BRAUCKS;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
213;10551792;NORTESUL COMERCIAL AGRICOLA LTDA ME;NORTESUL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
214;10553557;PIVA AGRO COMERCIAL LTDA;AGROPIVA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
215;10434470;PLANTAR AGROP LTDA;PLANTAR;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
216;10552126;PLANTAR E COLHER REPR COM PROD AGRI;PLANTAR E COLHER;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
217;10434003;PLANTECNICA SOLUCOES AGRIC LTDA;PLANTECNICA;2019-12-03 18:55:28.274305;2019-12-18 18:47:23.796291;1
218;10434369;PONTO FORTE COM E REP DE INS AGROP;PONTO FORTE;2019-12-03 18:55:28.274305;2019-12-19 18:55:18.729072;1
219;10433598;PONTO RURAL COM DIST INS AGRIC LTDA;PONTO RURAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
220;10433942;PRADO NORONHA LTDA;SOLOPLANTA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
221;10433853;PRECISAO RURAL COM PROD AGROP LTDA;PRECISÃO RURAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
222;10552496;PRODUCERES LTDA ME;PRODUCERES;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
223;10434379;PRODUTECNICA NORDESTE COM INS AGRIC;PRODUTECNICA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
224;10433698;PROTEC PRODUTOS AGRIC LTDA;PROTEC;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
225;10434301;RENOVARE MOSSORO COM AGRIC LTDA;RENOVARE;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
226;10433924;RIGO AGROP LTDA;RIGO;2019-12-03 18:55:28.274305;2020-01-09 18:11:18.619819;1
227;10453699;RIZZI CIA LTDA;AGRIMAR;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
228;10569641;RURAL AGRO COM ATAC MEDIC VET LTDA;RURAL AGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
229;10610115;RURAL COM E REPR AGRICOLAS LTDA;CASA RURAL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
230;10434309;RURAL DISTR DE PRODUTOS AGRIC LTDA;RURAL DISTRIBUIDORA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
231;10434431;RURAL MAIS AGRONEGOCIOS LTDA;RURAL MAIS;2019-12-03 18:55:28.274305;2019-12-18 21:35:34.208769;1
232;10551760;RURALTEC COM E REPRES PROD AGRIC LT;RURALTEC;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
233;10550580;S B RUBENICH & CIA LTDA;COXILHA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
234;10554012;SALGUEIRO E SOUSA PRODUTOS AGRIC LT;LIDERAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
235;10547876;SANDRI AGROINSUMOS LTDA;TK;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
236;10563635;SANDRI DIS MAQ EQUI INSU AGROP LTDA;SANDRI CATIVO;2019-12-03 18:55:28.274305;2020-01-08 11:44:17.837950;1
237;10552883;SANTAGRO COMERCIAL AGRICOLA LTDA;SANTAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
238;10546295;SANTANA PRODUTOS AGROPECUARIOS LTDA;PARASUL AGRICOLA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
239;10434295;SARTI E SILVA COM PROD AGRICOL;SARTI E SILVA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
240;10433884;SASAHARA AGR E PEC LTDA;SASAHARA;2019-12-03 18:55:28.274305;2019-12-19 15:18:04.756906;1
241;10549020;SEARA COML AGRIC LTDA;SEARA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
242;10434358;SIAP COM DE PROD AGROPECUARIOS LTDA;SIAP;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
243;10433842;SILOTI E CIA LTDA;SILOTI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
244;10433791;SINAGRO PRODUTOS AGROP SA;SINAGRO - MT;2019-12-03 18:55:28.274305;2019-12-19 15:00:46.748793;1
245;10551599;SIVIERO CEREAIS INS AGRIC E TRANSP;SIVIERO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
246;10433582;SOBERANA EQUIPAMENTOS AGROP LTDA;SOBERANA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
247;10619737;SOL A SOL COMERCIAL AGRICOLA LTDA;SOL A SOL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
248;10433897;SOMA COM E REPRES PROD AGRIC LTDA;SOMA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
249;10559900;SOMA CRISTALINA COM E REPRES LTDA;SOMA CRISTALINA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
250;10439519;SOMAR PRODUTOS AGRICOLAS LTDA;SOMAR;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
251;10440099;SOMMAR SOLUCOES AGRICOLAS LTDA;SOMMAR;2019-12-03 18:55:28.274305;2019-12-19 15:18:50.775047;1
252;10546499;SONNORA COMERCIAL AGRICOLA LTDA;SONNORA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
253;10544903;SUL BRASIL COM DE CEREAIS LTDA;SUL BRASIL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
254;10550753;SUL FERTIL COM DE PROD AGRICOLAS LT;SUL FERTIL;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
255;10434455;SUPER SAFRA AGROPECUARIA LTDA;SUPER SAFRA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
256;10533200;SUPRA COM E REP DE PROD AGRIC LTDA;SUPRA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
257;10434248;SYAGRI AGRONEGOCIOS COM E REP LTDA;SYAGRI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
258;10434424;SYNTONIA AGRONEGOCIOS LTDA;SYNTONIA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
259;10472083;SYNVALE DIST DE PROD AGROPEC LTDA;SYNVALE;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
260;10545055;TARUMA COMERCIO E REPRES LTDA;TARUMÃ;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
261;10433888;TEMA AGRIC COM E SERV LTDA;TEMA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
262;10434263;TERRA FERTIL AGRO LTDA;TERRA FÉRT;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
263;10434171;TERRA NOVA COM REP ASSIS TEC AGRIC;TERRA NOVA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
264;10433659;TERRENA AGRONEGOCIOS LTDA;TERRENA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
265;10434142;TONI CEREALISTA LTDA;TONI;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
266;10544914;TRITEC EQUIPAMENTOS LTDA;TRITEC;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
267;10548563;U S FERNANDES E CIA LTDA;CIA DO PRODUTOR;2019-12-03 18:55:28.274305;2019-12-27 12:29:22.825033;1
268;10434115;UDIAGRO COM E REP DE DEF AGRIC LTDA;UDIAGRO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
269;10548790;UNIAO AGROCOMERCIAL LTDA ME;UNIAO;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
270;10434565;UNISOY SOLUCOES AGRICOLAS LTDA;UNISOY;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
271;10434145;V J FUCHS CIA LTDA;V J FUCHS;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
272;10434015;W2 AGRONEGOCIOS LTDA;W2;2019-12-03 18:55:28.274305;2019-12-18 18:52:10.974938;1
273;10434280;YOSHIDA & HIRATA LTDA;YOSHIDA HIRATA;2019-12-03 18:55:28.274305;2019-12-03 18:55:28.274305;1
274;10641051;AVANTIAGRO COMERCIAL AGRICOLA LTDA;AVANTIAGRO;2019-12-09 14:57:23.874459;2019-12-26 16:47:37.635437;1
275;10549502;AGROSONNORA COML AGRIC LTDA;AGROSONNORA;2019-12-26 16:20:48.445453;2019-12-26 16:20:48.445453;1
